json ser(micros), json len(bytes), json & lz4 #(micros), json & lz4 len(bytes), json & lz4 !(micros), json & snappy #(micros), json & snappy len(bytes), json & snappy !(micros), json & zlib #(micros), json & zlib len(bytes), json & zlib !(micros), json & zstd #(micros), json & zstd len(bytes), json & zstd !(micros), json de(micros), protobuf ser(micros), protobuf len(bytes), protobuf & lz4 #(micros), protobuf & lz4 len(bytes), protobuf & lz4 !(micros), protobuf & snappy #(micros), protobuf & snappy len(bytes), protobuf & snappy !(micros), protobuf & zlib #(micros), protobuf & zlib len(bytes), protobuf & zlib !(micros), protobuf & zstd #(micros), protobuf & zstd len(bytes), protobuf & zstd !(micros), protobuf de(micros), msgpack ser(micros), msgpack len(bytes), msgpack & lz4 #(micros), msgpack & lz4 len(bytes), msgpack & lz4 !(micros), msgpack & snappy #(micros), msgpack & snappy len(bytes), msgpack & snappy !(micros), msgpack & zlib #(micros), msgpack & zlib len(bytes), msgpack & zlib !(micros), msgpack & zstd #(micros), msgpack & zstd len(bytes), msgpack & zstd !(micros), msgpack de(micros), bson ser(micros), bson len(bytes), bson & lz4 #(micros), bson & lz4 len(bytes), bson & lz4 !(micros), bson & snappy #(micros), bson & snappy len(bytes), bson & snappy !(micros), bson & zlib #(micros), bson & zlib len(bytes), bson & zlib !(micros), bson & zstd #(micros), bson & zstd len(bytes), bson & zstd !(micros), bson de(micros), cbor ser(micros), cbor len(bytes), cbor & lz4 #(micros), cbor & lz4 len(bytes), cbor & lz4 !(micros), snappy #(micros), snappy len(bytes), snappy !(micros), zlib #(micros), zlib len(bytes), zlib !(micros), zstd #(micros), zstd len(bytes), zstd !(micros), cbor de(micros),pickle ser(micros), pickle len(bytes), lz4 #(micros), lz4 len(bytes), lz4 !(micros), snappy #(micros), snappy len(bytes), snappy !(micros), zlib #(micros), zlib len(bytes), zlib !(micros), zstd #(micros), zstd len(bytes), zstd !(micros), pickle de(micros),
1407, 27112, 3726, 17718, 1924, 1158, 17087, 1052, 14613, 10084, 3320, 199, 9033, 47, 2855, 26971, 9300, 1217, 9167, 1463, 721, 9318, 414, 4840, 7986, 1479, 165, 8168, 33, 13553, 836, 15203, 2307, 9781, 1704, 850, 10423, 528, 9406, 8288, 2029, 155, 7289, 29, 2929, 1461, 16610, 2230, 9912, 1667, 844, 10252, 903, 8851, 8649, 2179, 144, 7778, 31, 3061, 869, 15302, 2325, 9782, 1702, 857, 10432, 525, 9452, 8283, 2202, 189, 7291, 40, 4284, 771, 20206, 2596, 11257, 1759, 921, 11174, 928, 11666, 8424, 2435, 137, 7366, 27, 5906, 
1376, 27099, 3805, 17772, 1935, 1181, 17023, 1064, 14918, 10076, 3330, 256, 9047, 59, 2908, 27738, 9300, 1214, 9166, 1583, 743, 9318, 439, 4679, 7994, 1468, 125, 8178, 29, 13553, 867, 15203, 2227, 9783, 1679, 855, 10454, 527, 9508, 8277, 2031, 133, 7213, 25, 2820, 1449, 16610, 2223, 9889, 1668, 848, 10239, 905, 8806, 8660, 2188, 144, 7763, 30, 3069, 874, 15302, 2207, 9816, 1657, 863, 10457, 532, 9602, 8272, 2036, 132, 7214, 25, 3933, 772, 20206, 2579, 11322, 1776, 917, 11178, 948, 11818, 8411, 2450, 139, 7275, 29, 5722, 
3405, 27131, 3685, 17836, 2020, 1183, 16950, 1160, 14463, 10103, 3348, 201, 9019, 48, 2848, 27633, 9300, 1174, 9175, 1462, 723, 9318, 416, 4781, 8010, 1471, 122, 8191, 30, 13599, 824, 15203, 2192, 9793, 1654, 856, 10469, 523, 9578, 8296, 2043, 139, 7206, 26, 2792, 2180, 16610, 2646, 9935, 1708, 869, 10269, 920, 8683, 8670, 2173, 145, 7798, 29, 3074, 876, 15302, 2203, 9803, 1657, 859, 10452, 521, 9671, 8287, 2069, 137, 7209, 30, 3729, 765, 20206, 2585, 11256, 1759, 913, 11178, 942, 11794, 8429, 2472, 139, 7268, 29, 5707, 
3172, 27102, 3656, 17661, 1908, 1150, 16889, 1068, 14541, 10051, 3301, 195, 9015, 47, 3378, 27335, 9300, 1155, 9181, 1460, 713, 9318, 409, 4732, 7997, 1469, 120, 8196, 32, 13621, 845, 15203, 2191, 9805, 1651, 866, 10474, 528, 9505, 8303, 2030, 136, 7220, 26, 2777, 1423, 16610, 2195, 9905, 1666, 847, 10244, 889, 8669, 8656, 2299, 159, 7842, 36, 3111, 876, 15302, 2225, 9796, 1699, 894, 10473, 531, 9573, 8298, 2034, 132, 7221, 26, 3734, 770, 20206, 2567, 11237, 1745, 905, 11169, 1305, 11833, 8432, 2472, 137, 7279, 29, 5710, 
1508, 27094, 3762, 17683, 1939, 1164, 16925, 1079, 14476, 10070, 3302, 196, 9036, 48, 2829, 27141, 9300, 1300, 9151, 1463, 644, 9318, 413, 4785, 8008, 1552, 148, 8179, 29, 13483, 829, 15203, 2249, 9813, 1745, 884, 10443, 557, 9512, 8295, 2038, 145, 7224, 27, 2838, 1425, 16610, 2211, 9951, 1792, 845, 10263, 896, 8796, 8664, 2165, 139, 7800, 30, 3060, 904, 15302, 2232, 9783, 1680, 876, 10452, 532, 9658, 8288, 2064, 134, 7226, 25, 3693, 765, 20206, 2564, 11258, 1902, 913, 11178, 928, 11730, 8437, 2604, 147, 7279, 29, 5762, 
1873, 27122, 3705, 17826, 2043, 1207, 17037, 1060, 14764, 10084, 3330, 189, 9028, 49, 2835, 27206, 9300, 1306, 9138, 1497, 748, 9318, 420, 4813, 7992, 1467, 126, 8163, 29, 13449, 832, 15203, 2188, 9800, 1657, 852, 10448, 525, 9571, 8300, 2066, 144, 7220, 27, 2928, 1443, 16610, 2246, 9927, 1673, 863, 10270, 897, 8757, 8663, 2190, 135, 7800, 29, 3054, 879, 15302, 2188, 9828, 1659, 862, 10462, 521, 9669, 8295, 2112, 148, 7223, 27, 3733, 762, 20206, 2571, 11243, 1733, 915, 11174, 939, 11881, 8431, 2454, 133, 7274, 27, 5686, 
1375, 27076, 3751, 17632, 1952, 1168, 16915, 1081, 14599, 10021, 3353, 276, 9001, 53, 2902, 26999, 9300, 1210, 9170, 1476, 635, 9318, 418, 4726, 8001, 1469, 124, 8188, 30, 13681, 830, 15203, 2205, 9770, 1662, 867, 10464, 526, 9512, 8303, 2041, 144, 7288, 28, 2824, 1467, 16610, 2235, 9935, 1675, 855, 10272, 889, 8841, 8659, 2200, 140, 7809, 31, 3065, 888, 15302, 2179, 9800, 1677, 856, 10450, 530, 9564, 8298, 2053, 145, 7290, 28, 3727, 760, 20206, 2571, 11209, 1738, 916, 11160, 915, 11832, 8427, 2476, 136, 7357, 29, 5769, 
1951, 27093, 3761, 17700, 3022, 1213, 16911, 1068, 14634, 10029, 3305, 197, 9024, 50, 2854, 27005, 9300, 1207, 9156, 1587, 724, 9318, 413, 4821, 7991, 1468, 123, 8171, 30, 13472, 827, 15203, 2204, 9823, 1653, 849, 10462, 689, 9613, 8280, 2077, 143, 7201, 27, 2909, 1442, 16610, 2203, 9896, 1677, 844, 10214, 899, 8690, 8651, 2172, 133, 7786, 30, 3062, 859, 15302, 2207, 9819, 1685, 856, 10464, 532, 9604, 8275, 2057, 155, 7204, 29, 3845, 760, 20206, 2574, 11260, 1751, 908, 11199, 922, 11762, 8410, 2573, 139, 7309, 31, 7393, 
2301, 27097, 4735, 17783, 1938, 1172, 16964, 1098, 14397, 10083, 3319, 195, 9040, 50, 2862, 27589, 9300, 1182, 9174, 1490, 722, 9318, 417, 4781, 8014, 1472, 138, 8200, 31, 13392, 829, 15203, 2213, 9800, 1788, 861, 10510, 550, 9591, 8298, 2068, 188, 7278, 30, 2851, 1438, 16610, 2216, 9944, 1688, 846, 10292, 900, 8687, 8663, 2188, 134, 7819, 29, 3052, 876, 15302, 2243, 9827, 1774, 863, 10504, 532, 9632, 8295, 2053, 135, 7279, 27, 3696, 761, 20206, 2566, 11318, 1746, 905, 11211, 921, 11665, 8435, 2474, 136, 7308, 33, 6640, 
1704, 27114, 3687, 17847, 1911, 1167, 17056, 1052, 14323, 10098, 3321, 195, 9075, 50, 2947, 26929, 9300, 1189, 9173, 1452, 721, 9318, 417, 4750, 7987, 1462, 123, 8182, 29, 13726, 838, 15203, 2188, 9803, 1654, 860, 10454, 527, 9487, 8283, 2039, 145, 7259, 30, 2806, 1427, 16610, 2237, 9938, 1678, 849, 10224, 905, 8880, 8659, 2180, 141, 7759, 30, 3081, 891, 15302, 2186, 9803, 1661, 849, 10440, 520, 9959, 8279, 2756, 146, 7261, 29, 3720, 762, 20206, 2574, 11255, 1734, 912, 11154, 926, 11886, 8421, 2459, 139, 7335, 38, 5817, 
1721, 27103, 3649, 17849, 1914, 1163, 17035, 1051, 14701, 10093, 3316, 208, 9018, 49, 2856, 27383, 9300, 1223, 9155, 1454, 733, 9318, 419, 4792, 7996, 1487, 147, 8169, 34, 13622, 832, 15203, 2185, 9790, 1657, 865, 10470, 541, 9547, 8298, 2166, 154, 7220, 31, 2821, 1432, 16610, 2234, 9938, 1666, 855, 10279, 892, 8797, 8657, 2164, 147, 7779, 30, 3049, 881, 15302, 2201, 9846, 1664, 857, 10481, 528, 9520, 8291, 2163, 155, 7224, 35, 3752, 757, 20206, 2587, 11323, 1751, 912, 11208, 937, 11749, 8431, 2445, 137, 7282, 32, 5692, 
1378, 27099, 3816, 17863, 1941, 1170, 17046, 1125, 14686, 10077, 3337, 233, 9022, 56, 2905, 27484, 9300, 1289, 9146, 1537, 744, 9318, 425, 4798, 8009, 1486, 142, 8181, 31, 13760, 840, 15203, 2190, 9813, 1669, 851, 10449, 532, 9523, 8292, 2034, 140, 7349, 26, 2781, 1426, 16610, 2213, 9957, 1673, 864, 10281, 919, 8675, 8648, 2294, 151, 7807, 34, 3069, 871, 15302, 2212, 9825, 1653, 853, 10457, 528, 9622, 8288, 2088, 143, 7351, 27, 3710, 767, 20206, 2573, 11307, 1745, 909, 11203, 917, 11683, 8421, 2453, 134, 7274, 29, 5673, 
1381, 27125, 3743, 17836, 1937, 1159, 16990, 1053, 14498, 10117, 3391, 236, 9051, 53, 2892, 27152, 9300, 1311, 9139, 1506, 730, 9318, 423, 4866, 7980, 1486, 133, 8157, 31, 13693, 840, 15203, 2215, 9814, 1688, 868, 10451, 537, 9584, 8298, 2037, 149, 7198, 27, 2840, 1433, 16610, 2233, 9938, 1680, 855, 10280, 905, 8834, 8662, 2199, 143, 7787, 32, 3169, 911, 15302, 2222, 9805, 1689, 875, 10447, 536, 9696, 8290, 2081, 138, 7202, 27, 3727, 778, 20206, 2585, 11244, 1771, 943, 11210, 977, 11871, 8429, 2526, 170, 7311, 40, 5830, 
1310, 27096, 3692, 17755, 1912, 1160, 16997, 1059, 14509, 10097, 3337, 191, 8990, 49, 2847, 27581, 9300, 1140, 9186, 1492, 739, 9318, 430, 4822, 7987, 1479, 129, 8129, 30, 13686, 838, 15203, 2220, 9835, 1678, 862, 10489, 532, 9696, 8293, 2066, 141, 7236, 27, 2850, 1435, 16610, 2282, 9936, 1712, 873, 10286, 908, 8829, 8665, 2187, 136, 7815, 30, 3090, 876, 15302, 2211, 9825, 1673, 860, 10480, 527, 9835, 8289, 2082, 136, 7239, 28, 3738, 765, 20206, 2589, 11282, 1756, 923, 11195, 929, 11959, 8426, 2494, 132, 7288, 29, 5715, 
1410, 27121, 3682, 17697, 1934, 1162, 16965, 1054, 14480, 10077, 3328, 195, 9057, 48, 2843, 27368, 9300, 1204, 9164, 1466, 633, 9318, 419, 4808, 7987, 1471, 125, 8144, 30, 13778, 852, 15203, 2224, 9807, 1678, 877, 10422, 535, 9486, 8295, 2037, 135, 7212, 27, 2831, 1426, 16610, 2246, 9931, 1677, 851, 10288, 915, 9036, 8644, 2171, 164, 7794, 31, 3203, 896, 15302, 2234, 9830, 1699, 866, 10441, 536, 9588, 8288, 2049, 132, 7215, 27, 3718, 759, 20206, 2582, 11227, 1752, 916, 11165, 916, 12124, 8414, 2510, 149, 7276, 30, 5756, 
1676, 27102, 3775, 17731, 1945, 1183, 16945, 1060, 14587, 10093, 3317, 199, 9008, 50, 2846, 27459, 9300, 1190, 9171, 1466, 727, 9318, 419, 4886, 7990, 1491, 127, 8156, 31, 13596, 828, 15203, 2197, 9802, 1780, 868, 10468, 532, 9583, 8297, 2105, 165, 7212, 28, 2854, 1435, 16610, 2286, 9955, 1706, 852, 10269, 918, 9003, 8659, 2176, 153, 7845, 30, 3083, 874, 15302, 2258, 9803, 1713, 884, 10468, 547, 9691, 8291, 2077, 139, 7216, 28, 3758, 768, 20206, 2568, 11242, 1757, 923, 11183, 936, 12088, 8439, 2466, 146, 7303, 30, 5917, 
1378, 27106, 3842, 17788, 1961, 1194, 16948, 1084, 14573, 10083, 3360, 192, 9012, 49, 2896, 27458, 9300, 1182, 9178, 1475, 738, 9318, 422, 4759, 7999, 1488, 119, 8194, 29, 13696, 849, 15203, 2226, 9825, 1669, 867, 10498, 532, 9726, 8293, 2063, 148, 7243, 29, 2843, 1473, 16610, 2235, 9920, 1692, 851, 10236, 898, 9042, 8638, 2216, 145, 7811, 30, 3126, 874, 15302, 2220, 9823, 1680, 862, 10523, 534, 9681, 8289, 2081, 134, 7245, 26, 3741, 778, 20206, 2589, 11277, 1761, 923, 11215, 929, 12064, 8423, 2489, 139, 7357, 28, 5814, 
3341, 27097, 3786, 17687, 1981, 1168, 16984, 1073, 14285, 10078, 3317, 253, 9002, 58, 2898, 27315, 9300, 1214, 9172, 1467, 731, 9318, 419, 4865, 7996, 1478, 117, 8183, 29, 13651, 842, 15203, 2214, 9789, 1682, 937, 10466, 553, 9591, 8280, 2052, 150, 7215, 27, 2817, 1447, 16610, 2240, 9935, 1696, 852, 10269, 904, 9083, 8632, 2203, 143, 7754, 31, 3107, 881, 15302, 2268, 9803, 1719, 877, 10464, 541, 9695, 8272, 2054, 139, 7218, 27, 3740, 759, 20206, 2570, 11228, 1757, 912, 11173, 941, 12043, 8408, 2528, 151, 7269, 31, 5856, 
1357, 27128, 3730, 17787, 1922, 1155, 17019, 1050, 14566, 10092, 3577, 218, 9013, 53, 2895, 27349, 9300, 1407, 9171, 1719, 832, 9318, 426, 4895, 7997, 1484, 129, 8183, 30, 13595, 843, 15203, 2212, 9805, 1663, 855, 10458, 527, 9564, 8300, 2122, 154, 7220, 29, 2952, 1472, 16610, 2233, 9900, 1750, 870, 10217, 903, 8925, 8660, 2184, 136, 7820, 29, 3097, 879, 15302, 2225, 9832, 1674, 855, 10467, 526, 9714, 8294, 2084, 146, 7223, 28, 3816, 804, 20206, 2616, 11257, 1781, 923, 11215, 966, 12030, 8433, 2482, 141, 7319, 29, 5726, 
1583, 27099, 3683, 17676, 1915, 1157, 17018, 1052, 14470, 10056, 3305, 195, 8998, 49, 2864, 27052, 9300, 1229, 9149, 1456, 725, 9318, 423, 4774, 7995, 1472, 121, 8188, 30, 13697, 833, 15203, 2219, 9815, 1699, 877, 10448, 542, 9563, 8290, 2051, 136, 7206, 26, 2812, 1429, 16610, 2237, 9958, 1677, 854, 10273, 909, 8965, 8648, 2211, 145, 7819, 30, 3088, 888, 15302, 2208, 9809, 1700, 861, 10451, 540, 9551, 8283, 2069, 132, 7222, 26, 3733, 765, 20206, 2609, 11272, 1763, 921, 11145, 935, 12105, 8417, 2488, 145, 7292, 28, 5848, 
1337, 27113, 3723, 17801, 1931, 1164, 17024, 1053, 14440, 10085, 3315, 200, 9034, 49, 2956, 27509, 9300, 1299, 9144, 1469, 737, 9318, 420, 4830, 7995, 1480, 131, 8169, 30, 13590, 837, 15203, 2215, 9802, 1715, 865, 10469, 555, 9489, 8284, 2043, 147, 7232, 28, 2820, 1460, 16610, 2254, 9976, 1679, 855, 10268, 899, 8994, 8653, 2199, 144, 7786, 30, 3087, 899, 15302, 2227, 9787, 1679, 861, 10490, 538, 9657, 8280, 2074, 148, 7234, 27, 3742, 777, 20206, 2604, 11296, 1745, 919, 11179, 936, 12071, 8421, 2506, 149, 7292, 44, 5732, 
1356, 27089, 3815, 17848, 2074, 1185, 16985, 1071, 14645, 10088, 3344, 198, 9064, 49, 2860, 27617, 9300, 1271, 9146, 1459, 731, 9318, 417, 4760, 7984, 1468, 117, 8188, 29, 13591, 839, 15203, 2206, 9810, 1668, 861, 10464, 525, 9619, 8278, 2042, 151, 7242, 33, 2842, 1428, 16610, 2236, 9917, 1658, 851, 10292, 897, 8819, 8645, 2179, 141, 7819, 30, 3080, 870, 15302, 2210, 9833, 1670, 855, 10461, 529, 9806, 8276, 2042, 144, 7244, 27, 3710, 770, 20206, 2585, 11267, 1739, 968, 11163, 923, 11925, 8403, 2480, 131, 7316, 28, 5676, 
1310, 27107, 3668, 17815, 1913, 1158, 17061, 1048, 14647, 10092, 3301, 194, 8980, 47, 2819, 27196, 9300, 1260, 9160, 1459, 721, 9318, 415, 4787, 8001, 1475, 119, 8188, 29, 13497, 969, 15203, 2295, 9835, 1717, 871, 10476, 525, 9536, 8296, 2037, 135, 7227, 26, 2806, 1422, 16610, 2204, 9909, 1690, 848, 10250, 890, 8777, 8667, 2170, 146, 7796, 30, 3083, 1049, 15302, 2336, 9864, 1683, 896, 10473, 549, 9569, 8289, 2044, 141, 7231, 29, 3707, 752, 20206, 2570, 11287, 1740, 907, 11219, 928, 11986, 8433, 2675, 154, 7283, 32, 5713, 
1853, 27113, 3654, 17786, 1917, 1160, 17007, 1053, 14530, 10106, 3557, 202, 9025, 51, 2847, 27400, 9300, 1184, 9167, 1456, 723, 9318, 413, 5000, 7985, 1546, 128, 8185, 32, 13352, 836, 15203, 2201, 9854, 1656, 845, 10466, 523, 9593, 8286, 2049, 144, 7195, 27, 2829, 1424, 16610, 2225, 9918, 1788, 999, 10246, 919, 8787, 8654, 2159, 140, 7758, 30, 3050, 869, 15302, 2190, 9814, 1671, 852, 10477, 523, 9630, 8281, 2051, 140, 7198, 26, 3711, 758, 20206, 2615, 11246, 1962, 938, 11167, 916, 11973, 8414, 2461, 135, 7254, 28, 5651, 
3866, 27125, 3873, 17775, 2048, 1183, 16981, 1050, 14527, 10123, 3294, 217, 9037, 51, 2862, 27197, 9300, 1222, 9159, 1482, 727, 9318, 413, 4762, 8004, 1487, 124, 8193, 31, 14192, 1059, 15203, 2233, 9804, 1693, 858, 10441, 529, 9565, 8290, 2050, 147, 7308, 31, 2833, 1439, 16610, 2241, 9935, 1674, 850, 10311, 907, 8700, 8658, 2199, 157, 7805, 34, 3086, 877, 15302, 2219, 9803, 1657, 882, 10456, 541, 9663, 8283, 2049, 134, 7311, 26, 3693, 755, 20206, 2583, 11227, 1746, 914, 11166, 926, 11969, 8422, 2465, 135, 7356, 29, 5837, 
1391, 27126, 3664, 17801, 2886, 1890, 17016, 1718, 14831, 10070, 3293, 192, 9039, 48, 2875, 27379, 9300, 1213, 9161, 1458, 723, 9318, 420, 4807, 8007, 1472, 119, 8182, 29, 13597, 827, 15203, 2231, 9820, 1751, 908, 10454, 538, 9475, 8309, 2039, 138, 7228, 27, 2793, 1428, 16610, 2205, 9913, 1672, 846, 10259, 901, 8931, 8667, 2174, 142, 7829, 30, 3080, 874, 15302, 2214, 9821, 1751, 1437, 10433, 872, 9486, 8302, 2049, 130, 7231, 26, 3700, 758, 20206, 2603, 11268, 1747, 909, 11196, 934, 12032, 8439, 2455, 140, 7287, 30, 5735, 
1359, 27125, 3781, 17841, 2048, 1174, 17092, 1062, 14745, 10106, 3312, 199, 9059, 49, 2860, 27517, 9300, 1205, 9163, 1458, 731, 9318, 414, 4746, 8005, 1472, 118, 8180, 30, 13760, 828, 15203, 2209, 9783, 1673, 853, 10452, 525, 9516, 8295, 2030, 139, 7303, 27, 2809, 1417, 16610, 2220, 9941, 1668, 847, 10288, 903, 8731, 8653, 2193, 150, 7846, 31, 3064, 886, 15302, 2213, 9838, 1673, 855, 10459, 524, 9601, 8291, 2043, 135, 7304, 28, 3693, 758, 20206, 2575, 11279, 1744, 910, 11219, 980, 11949, 8418, 2451, 131, 7366, 29, 5727, 
3385, 27109, 3775, 17833, 1915, 1169, 17017, 1052, 14491, 10076, 3376, 209, 9004, 55, 2855, 27216, 9300, 1252, 9152, 1477, 719, 9318, 412, 4753, 8007, 1533, 125, 8180, 30, 13550, 827, 15203, 2201, 9826, 1791, 901, 10474, 536, 9603, 8288, 2044, 154, 7251, 28, 2786, 1441, 16610, 2225, 9935, 1767, 919, 10286, 947, 8794, 8670, 2188, 136, 7829, 30, 3070, 872, 15302, 2320, 9823, 1768, 861, 10477, 547, 9649, 8281, 2020, 145, 7239, 34, 3724, 761, 20206, 2641, 11282, 1786, 919, 11219, 930, 12109, 8423, 2479, 134, 7307, 29, 5901, 
1533, 27077, 3741, 17867, 1956, 1174, 16955, 1046, 14499, 10062, 3308, 197, 9048, 49, 2854, 27047, 9300, 718, 9293, 1445, 731, 9318, 415, 4839, 8007, 1485, 122, 8174, 29, 13436, 831, 15203, 2197, 9819, 1686, 1380, 10520, 852, 9640, 8310, 2021, 151, 7296, 27, 2808, 1439, 16610, 2254, 9992, 1660, 852, 10270, 896, 8858, 8677, 2177, 141, 7771, 30, 3082, 883, 15302, 2220, 9836, 1696, 891, 10523, 537, 9538, 8305, 2043, 141, 7299, 26, 3781, 755, 20206, 2568, 11282, 1749, 908, 11212, 916, 11973, 8433, 2488, 155, 7357, 30, 5726, 
1780, 27100, 3664, 17728, 1925, 1146, 16951, 1051, 14563, 10044, 3297, 200, 9013, 50, 2826, 27482, 9300, 1238, 9165, 1453, 739, 9318, 461, 4713, 8011, 1468, 131, 8192, 32, 13521, 840, 15203, 2184, 9819, 1651, 853, 10488, 526, 9530, 8295, 2176, 161, 7239, 29, 2879, 1446, 16610, 2215, 9938, 1702, 860, 10287, 905, 8745, 8670, 2180, 157, 7825, 31, 3069, 875, 15302, 2202, 9823, 1670, 851, 10502, 527, 9517, 8292, 2212, 154, 7240, 29, 3826, 772, 20206, 2576, 11260, 1745, 918, 11183, 936, 11767, 8423, 2435, 130, 7301, 28, 5690, 
1439, 27089, 3732, 17831, 1934, 1169, 16956, 1056, 14539, 10099, 3298, 195, 9028, 47, 2833, 26802, 9300, 1229, 9172, 1456, 718, 9318, 412, 4778, 7995, 1466, 117, 8169, 28, 13732, 839, 15203, 2301, 9810, 1748, 865, 10459, 527, 9543, 8285, 2056, 138, 7271, 27, 2804, 1414, 16610, 2219, 9995, 1650, 839, 10267, 891, 8914, 8664, 2187, 154, 7781, 31, 3099, 892, 15302, 2356, 9808, 1686, 877, 10465, 540, 9669, 8281, 2046, 136, 7274, 27, 3693, 753, 20206, 2567, 11254, 1740, 905, 11211, 924, 11840, 8423, 2465, 144, 7329, 28, 5982, 
1354, 27104, 3728, 17853, 1952, 1224, 17003, 1063, 14666, 10138, 3398, 196, 9046, 49, 2869, 30358, 9300, 1127, 9186, 1453, 727, 9318, 421, 4814, 7998, 1475, 122, 8179, 29, 13582, 853, 15203, 2200, 9800, 1680, 912, 10459, 547, 9578, 8290, 2051, 132, 7232, 27, 2807, 1439, 16610, 2220, 9876, 1672, 849, 10222, 897, 8777, 8650, 2174, 153, 7772, 31, 3111, 878, 15302, 2231, 9815, 1739, 891, 10449, 539, 9580, 8287, 2050, 134, 7233, 25, 3700, 758, 20206, 2572, 11263, 1735, 908, 11175, 924, 11677, 8421, 2502, 162, 7285, 30, 5906, 
1436, 27180, 3713, 17670, 1939, 1159, 16961, 1049, 14444, 10059, 3342, 203, 9040, 48, 2852, 27273, 9300, 1254, 9173, 1461, 729, 9318, 419, 4664, 8004, 1481, 126, 8198, 29, 13584, 1091, 15203, 2181, 9798, 1709, 866, 10486, 525, 9624, 8296, 2082, 144, 7288, 27, 2822, 1448, 16610, 2230, 9930, 1670, 850, 10279, 904, 8852, 8668, 2180, 153, 7741, 42, 3073, 889, 15302, 2188, 9824, 1676, 861, 10490, 530, 9766, 8290, 2066, 134, 7291, 27, 3729, 756, 20206, 2555, 11222, 1766, 941, 11178, 922, 12004, 8436, 2503, 130, 7353, 29, 5691, 
3695, 27196, 3917, 17793, 1954, 1208, 16993, 1069, 14508, 10094, 3348, 198, 9054, 49, 2885, 27435, 9300, 1218, 9167, 1472, 733, 9318, 413, 4766, 7991, 1522, 125, 8158, 29, 13615, 832, 15203, 2196, 9812, 1666, 879, 10430, 530, 9496, 8300, 2048, 133, 7231, 26, 3034, 1458, 16610, 2230, 9915, 1709, 852, 10248, 895, 8749, 8658, 2218, 144, 7779, 32, 3091, 868, 15302, 2222, 9804, 1668, 853, 10417, 532, 9725, 8294, 2066, 134, 7234, 26, 3714, 761, 20206, 2577, 11290, 1748, 919, 11158, 930, 11741, 8431, 2711, 172, 7291, 38, 5812, 
1314, 27198, 3670, 17790, 1925, 1153, 16904, 1053, 14663, 10098, 3393, 248, 9040, 49, 2855, 27733, 9300, 1227, 9174, 1470, 741, 9318, 440, 4817, 8004, 1482, 132, 8195, 30, 13573, 829, 15203, 2200, 9829, 1664, 853, 10477, 529, 9508, 8307, 2076, 140, 7263, 27, 2812, 1442, 16610, 2252, 9938, 1706, 868, 10262, 908, 8749, 8650, 2185, 140, 7820, 30, 3086, 872, 15302, 2205, 9800, 1677, 863, 10498, 535, 9653, 8301, 2100, 245, 7233, 28, 3732, 764, 20206, 2582, 11307, 1765, 924, 11222, 935, 11850, 8433, 2455, 137, 7330, 28, 5732, 
3616, 27219, 3702, 17692, 1919, 1159, 16924, 1087, 14649, 10085, 3308, 190, 9054, 48, 2869, 27861, 9300, 1262, 9149, 1469, 724, 9318, 416, 4815, 7991, 1480, 125, 8176, 31, 13735, 845, 15203, 2214, 9770, 1675, 876, 10424, 542, 9550, 8286, 2053, 132, 7225, 28, 2778, 1422, 16610, 2215, 9943, 1661, 846, 10264, 917, 8813, 8650, 2190, 132, 7741, 29, 3054, 875, 15302, 2218, 9786, 1668, 854, 10450, 543, 9617, 8277, 2042, 146, 7227, 28, 3702, 759, 20206, 2551, 11221, 1744, 901, 11136, 934, 11871, 8406, 2486, 143, 7280, 29, 5692, 
1379, 27210, 3755, 17800, 1942, 1173, 17012, 1074, 14769, 10082, 3475, 228, 9053, 58, 2903, 27203, 9300, 1306, 9126, 1474, 734, 9318, 421, 4808, 7991, 1607, 131, 8177, 32, 13696, 842, 15203, 2219, 9786, 1670, 856, 10499, 526, 9530, 8294, 2032, 133, 7276, 27, 2806, 1431, 16610, 2228, 9965, 1690, 902, 10267, 932, 8780, 8662, 2172, 138, 7811, 37, 3144, 888, 15302, 2221, 9798, 1668, 854, 10494, 526, 9542, 8288, 2039, 123, 7277, 26, 3708, 756, 20206, 2582, 11266, 1851, 926, 11198, 958, 12052, 8420, 2476, 142, 7331, 30, 5728, 
3503, 27203, 3689, 17882, 1904, 1158, 17009, 1065, 14611, 10102, 3328, 231, 9039, 55, 2865, 27555, 9300, 1248, 9155, 1469, 730, 9318, 417, 4806, 8011, 1516, 139, 8184, 32, 13618, 846, 15203, 2225, 9818, 1663, 860, 10430, 526, 9476, 8292, 2047, 139, 7229, 27, 2820, 1455, 16610, 2216, 9913, 1679, 853, 10283, 887, 8684, 8676, 2186, 137, 7807, 30, 3077, 875, 15302, 2220, 9859, 1679, 862, 10445, 531, 9615, 8285, 2031, 136, 7232, 32, 4768, 769, 20206, 2591, 11266, 1777, 924, 11192, 947, 11832, 8438, 2475, 132, 7295, 29, 5705, 
